phrog_num	phrog_annot	phrog_category
71530	NA	unknown function
71531	NA	unknown function
71532	NA	unknown function
71533	NA	unknown function
71534	NA	unknown function
71535	NA	unknown function
71536	NA	unknown function
71537	NA	unknown function
71538	NA	unknown function
71539	NA	unknown function
71540	NA	unknown function
71541	NA	unknown function
71542	NA	unknown function
71543	NA	unknown function
71544	NA	unknown function
71545	NA	unknown function
71546	NA	unknown function
71547	NA	unknown function
71548	NA	unknown function
71549	NA	unknown function
71550	NA	unknown function
71551	NA	unknown function
71552	NA	unknown function
71553	NA	unknown function
71554	NA	unknown function
71555	NA	unknown function
71556	NA	unknown function
71557	NA	unknown function
71558	NA	unknown function
71559	NA	unknown function
71560	NA	unknown function
71561	NA	unknown function
71562	NA	unknown function
71563	NA	unknown function
71564	NA	unknown function
71565	NA	unknown function
71566	NA	unknown function
71567	NA	unknown function
71568	NA	unknown function
71569	NA	unknown function
71570	NA	unknown function
71571	NA	unknown function
71572	NA	unknown function
71573	NA	unknown function
71574	NA	unknown function
71575	NA	unknown function
71576	NA	unknown function
71577	NA	unknown function
71578	NA	unknown function
71579	NA	unknown function
71580	NA	unknown function
71581	NA	unknown function
71582	NA	unknown function
71583	NA	unknown function
71584	NA	unknown function
71585	NA	unknown function
71586	NA	unknown function
71587	NA	unknown function
71588	NA	unknown function
71589	NA	unknown function
71590	NA	unknown function
71591	NA	unknown function
71592	NA	unknown function
71593	NA	unknown function
71594	NA	unknown function
71595	NA	unknown function
71596	NA	unknown function
71597	NA	unknown function
71598	NA	unknown function
71599	NA	unknown function
71600	NA	unknown function
71601	NA	unknown function
71602	NA	unknown function
71603	NA	unknown function
71604	NA	unknown function
71605	NA	unknown function
71606	NA	unknown function
71607	NA	unknown function
71608	NA	unknown function
71609	NA	unknown function
71610	NA	unknown function
71611	NA	unknown function
71612	NA	unknown function
71613	NA	unknown function
71614	NA	unknown function
71615	NA	unknown function
71616	NA	unknown function
71617	NA	unknown function
71618	NA	unknown function
71619	NA	unknown function
71620	NA	unknown function
71621	NA	unknown function
71622	NA	unknown function
71623	NA	unknown function
71624	NA	unknown function
71625	NA	unknown function
71626	NA	unknown function
71627	NA	unknown function
71628	NA	unknown function
71629	NA	unknown function
71630	NA	unknown function
71631	NA	unknown function
71632	NA	unknown function
71633	NA	unknown function
71634	NA	unknown function
71635	NA	unknown function
71636	NA	unknown function
71637	NA	unknown function
71638	NA	unknown function
71639	NA	unknown function
71640	NA	unknown function
71641	NA	unknown function
71642	NA	unknown function
71643	NA	unknown function
71644	NA	unknown function
71645	NA	unknown function
71646	NA	unknown function
71647	NA	unknown function
71648	NA	unknown function
71649	NA	unknown function
71650	NA	unknown function
71651	NA	unknown function
71652	NA	unknown function
71653	NA	unknown function
71654	NA	unknown function
71655	NA	unknown function
71656	NA	unknown function
71657	NA	unknown function
71658	NA	unknown function
71659	NA	unknown function
71660	NA	unknown function
71661	NA	unknown function
71662	NA	unknown function
71663	NA	unknown function
71664	NA	unknown function
71665	NA	unknown function
71666	NA	unknown function
71667	NA	unknown function
71668	NA	unknown function
71669	NA	unknown function
71670	NA	unknown function
71671	NA	unknown function
71672	NA	unknown function
71673	NA	unknown function
71674	NA	unknown function
71675	NA	unknown function
71676	NA	unknown function
71677	NA	unknown function
71678	NA	unknown function
71679	NA	unknown function
71680	NA	unknown function
71681	NA	unknown function
71682	NA	unknown function
71683	NA	unknown function
71684	NA	unknown function
71685	NA	unknown function
71686	NA	unknown function
71687	NA	unknown function
71688	NA	unknown function
71689	NA	unknown function
71690	NA	unknown function
71691	NA	unknown function
71692	NA	unknown function
71693	NA	unknown function
71694	NA	unknown function
71695	NA	unknown function
71696	NA	unknown function
71697	NA	unknown function
71698	NA	unknown function
71699	NA	unknown function
71700	NA	unknown function
71701	NA	unknown function
71702	NA	unknown function
71703	NA	unknown function
71704	NA	unknown function
71705	NA	unknown function
71706	NA	unknown function
71707	NA	unknown function
71708	NA	unknown function
71709	NA	unknown function
71710	NA	unknown function
71711	NA	unknown function
71712	NA	unknown function
71713	NA	unknown function
71714	NA	unknown function
71715	NA	unknown function
71716	NA	unknown function
71717	NA	unknown function
71718	NA	unknown function
71719	NA	unknown function
71720	NA	unknown function
71721	NA	unknown function
71722	NA	unknown function
71723	NA	unknown function
71724	NA	unknown function
71725	NA	unknown function
71726	NA	unknown function
71727	NA	unknown function
71728	NA	unknown function
71729	NA	unknown function
71730	NA	unknown function
71731	NA	unknown function
71732	NA	unknown function
71733	NA	unknown function
71734	NA	unknown function
71735	NA	unknown function
71736	NA	unknown function
71737	NA	unknown function
71738	NA	unknown function
71739	NA	unknown function
71740	NA	unknown function
71741	NA	unknown function
71742	NA	unknown function
71743	NA	unknown function
71744	NA	unknown function
71745	NA	unknown function
71746	NA	unknown function
71747	NA	unknown function
71748	NA	unknown function
71749	NA	unknown function
71750	NA	unknown function
71751	NA	unknown function
71752	NA	unknown function
71753	NA	unknown function
71754	NA	unknown function
71755	NA	unknown function
71756	NA	unknown function
71757	NA	unknown function
71758	NA	unknown function
71759	NA	unknown function
71760	NA	unknown function
71761	NA	unknown function
71762	NA	unknown function
71763	NA	unknown function
71764	NA	unknown function
71765	NA	unknown function
71766	NA	unknown function
71767	NA	unknown function
71768	NA	unknown function
71769	NA	unknown function
71770	NA	unknown function
71771	NA	unknown function
71772	NA	unknown function
71773	NA	unknown function
71774	NA	unknown function
71775	NA	unknown function
71776	NA	unknown function
71777	NA	unknown function
71778	NA	unknown function
71779	NA	unknown function
71780	NA	unknown function
71781	NA	unknown function
71782	NA	unknown function
71783	NA	unknown function
71784	NA	unknown function
71785	NA	unknown function
71786	NA	unknown function
71787	NA	unknown function
71788	NA	unknown function
71789	NA	unknown function
71790	NA	unknown function
71791	NA	unknown function
71792	NA	unknown function
71793	NA	unknown function
71794	NA	unknown function
71795	NA	unknown function
71796	NA	unknown function
71797	NA	unknown function
71798	NA	unknown function
71799	NA	unknown function
71800	NA	unknown function
71801	NA	unknown function
71802	NA	unknown function
71803	NA	unknown function
71804	NA	unknown function
71805	NA	unknown function
71806	NA	unknown function
71807	NA	unknown function
71808	NA	unknown function
71809	NA	unknown function
71810	NA	unknown function
71811	NA	unknown function
71812	NA	unknown function
71813	NA	unknown function
71814	NA	unknown function
71815	NA	unknown function
71816	NA	unknown function
71817	NA	unknown function
71818	NA	unknown function
71819	NA	unknown function
71820	NA	unknown function
71821	NA	unknown function
71822	NA	unknown function
71823	NA	unknown function
71824	NA	unknown function
71825	NA	unknown function
71826	NA	unknown function
71827	NA	unknown function
71828	NA	unknown function
71829	NA	unknown function
71830	NA	unknown function
71831	NA	unknown function
71832	NA	unknown function
71833	NA	unknown function
71834	NA	unknown function
71835	NA	unknown function
71836	NA	unknown function
71837	NA	unknown function
71838	NA	unknown function
71839	NA	unknown function
71840	NA	unknown function
71841	NA	unknown function
71842	NA	unknown function
71843	NA	unknown function
71844	NA	unknown function
71845	NA	unknown function
71846	NA	unknown function
71847	NA	unknown function
71848	NA	unknown function
71849	NA	unknown function
71850	NA	unknown function
71851	NA	unknown function
71852	NA	unknown function
71853	NA	unknown function
71854	NA	unknown function
71855	NA	unknown function
71856	NA	unknown function
71857	NA	unknown function
71858	NA	unknown function
71859	NA	unknown function
71860	NA	unknown function
71861	NA	unknown function
71862	NA	unknown function
71863	NA	unknown function
71864	NA	unknown function
71865	NA	unknown function
71866	NA	unknown function
71867	NA	unknown function
71868	NA	unknown function
71869	NA	unknown function
71870	NA	unknown function
71871	NA	unknown function
71872	NA	unknown function
71873	NA	unknown function
71874	NA	unknown function
71875	NA	unknown function
71876	NA	unknown function
71877	NA	unknown function
71878	NA	unknown function
71879	NA	unknown function
71880	NA	unknown function
71881	NA	unknown function
71882	NA	unknown function
71883	NA	unknown function
71884	NA	unknown function
71885	NA	unknown function
71886	NA	unknown function
71887	NA	unknown function
71888	NA	unknown function
71889	NA	unknown function
71890	NA	unknown function
71891	NA	unknown function
71892	NA	unknown function
71893	NA	unknown function
71894	NA	unknown function
71895	NA	unknown function
71896	NA	unknown function
71897	NA	unknown function
71898	NA	unknown function
71899	NA	unknown function
71900	NA	unknown function
71901	NA	unknown function
71902	NA	unknown function
71903	NA	unknown function
71904	NA	unknown function
71905	NA	unknown function
71906	NA	unknown function
71907	NA	unknown function
71908	NA	unknown function
71909	NA	unknown function
71910	NA	unknown function
71911	NA	unknown function
71912	NA	unknown function
71913	NA	unknown function
71914	NA	unknown function
71915	NA	unknown function
71916	NA	unknown function
71917	NA	unknown function
71918	NA	unknown function
71919	transcriptional regulator	transcription regulation
71920	NA	unknown function
71921	NA	unknown function
71922	NA	unknown function
71923	NA	unknown function
71924	NA	unknown function
71925	NA	unknown function
